t,red_count,red_fraction,iou,recall,precision,sample_id
0.0,0,0.0,0.0,0.0,0.0,0
0.02,0,0.0,0.0,0.0,0.0,0
0.04,0,0.0,0.0,0.0,0.0,0
0.06,0,0.0,0.0,0.0,0.0,0
0.08,0,0.0,0.0,0.0,0.0,0
0.1,0,0.0,0.0,0.0,0.0,0
0.12000000000000001,0,0.0,0.0,0.0,0.0,0
0.14,0,0.0,0.0,0.0,0.0,0
0.16,0,0.0,0.0,0.0,0.0,0
0.18,0,0.0,0.0,0.0,0.0,0
0.19999999999999998,0,0.0,0.0,0.0,0.0,0
0.21999999999999997,0,0.0,0.0,0.0,0.0,0
0.23999999999999996,0,0.0,0.0,0.0,0.0,0
0.25999999999999995,0,0.0,0.0,0.0,0.0,0
0.27999999999999997,0,0.0,0.0,0.0,0.0,0
0.3,0,0.0,0.0,0.0,0.0,0
0.32,0,0.0,0.0,0.0,0.0,0
0.34,0,0.0,0.0,0.0,0.0,0
0.36000000000000004,0,0.0,0.0,0.0,0.0,0
0.38000000000000006,0,0.0,0.0,0.0,0.0,0
0.4000000000000001,0,0.0,0.0,0.0,0.0,0
0.4200000000000001,0,0.0,0.0,0.0,0.0,0
0.4400000000000001,0,0.0,0.0,0.0,0.0,0
0.46000000000000013,0,0.0,0.0,0.0,0.0,0
